-10.9393413858,-37.0627421097
-10.9393413858,-37.0627421098
-10.9393239479,-37.0627645137
-10.9392105617,-37.0628430455
-10.938938979,-37.0628785984
-10.9385435912,-37.0628386631
-10.9383460577,-37.0625875627
-10.9384484455,-37.0619998252
-10.9386660746,-37.061498934
-10.9389862285,-37.0608192197
-10.9393429132,-37.0600866959
-10.9396414361,-37.0595030996
-10.9398579142,-37.0591213206
-10.9400772902,-37.0587290032
-10.9403891021,-37.0582908757
-10.9407463806,-37.0579922269
-10.9411793936,-37.0576397274
-10.9414799028,-37.0573913752
-10.9415325086,-37.0573457787
-10.9415325086,-37.0573457787
-10.9415325086,-37.0573457787
-10.9415325086,-37.0573457787
-10.9415325086,-37.0573457787
-10.9415325086,-37.0573457787
-10.9415325086,-37.0573457787
-10.9415325086,-37.0573457787
-10.9415422096,-37.0573379547
-10.9417422659,-37.0571659304
-10.9421000724,-37.0568331615
-10.9424436047,-37.0565510553
-10.9427832821,-37.0563672194
-10.9430483969,-37.0562007891
-10.9430896256,-37.055879271
-10.9431570985,-37.0552885005
-10.9433130603,-37.0546645128
-10.9434934532,-37.0539906273
-10.9437307342,-37.0531333558
-10.9439490706,-37.0523363895
-10.9440888069,-37.0519163355
-10.9441134428,-37.0518447174
-10.9441646601,-37.0516450553
-10.9442224036,-37.0512781901
-10.9441103838,-37.0510435425
-10.9437149513,-37.0510003278
-10.9431917869,-37.050999265
-10.9426620244,-37.0509779955
-10.9422370402,-37.0508997729
-10.9418834994,-37.0507762934
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9416974316,-37.0507029807
-10.9414732738,-37.0505875546
-10.9413822595,-37.0501867794
-10.9416643982,-37.0497713582
-10.9419525477,-37.0493938858
-10.9422814907,-37.0489806945
-10.9427139553,-37.0484184625
-10.9431659278,-37.047840475
-10.9436276323,-37.0473842153
-10.9441918711,-37.0469297082
-10.9448888659,-37.0464590382
-10.9454369552,-37.0461909219
-10.9456515766,-37.046119886
-10.9456515766,-37.046119886
-10.9456515766,-37.046119886
-10.9457544132,-37.0461003641
-10.946055257,-37.0459846894
-10.9463325072,-37.0458771417
-10.9467795712,-37.0457245873
-10.9470511944,-37.045685279
-10.9470851028,-37.0457684313
-10.9470853175,-37.0457828607
-10.9470853175,-37.0457828607
-10.9470853175,-37.0457828607
-10.9470853175,-37.0457828607
-10.9470853175,-37.0457828607
-10.9470853175,-37.0457828607
-10.9394394199,-37.0624283812
-10.9394423216,-37.0625699224
-10.9394423216,-37.0625699224
-10.9394423216,-37.0625699224
-10.938994019,-37.0628040562
-10.9386031368,-37.0629643381
-10.9383580705,-37.062789783
-10.9382929933,-37.0623723921
-10.9385442667,-37.0617623762
-10.9388976451,-37.0610577138
-10.9392863037,-37.0603401348
-10.9395848167,-37.0597757046
-10.9398125859,-37.0593546546
-10.9400391218,-37.0589944009
-10.9402937451,-37.0589085526
-10.9404456811,-37.0589932427
-10.9407101935,-37.0592093307
-10.9409149806,-37.059380786
-10.9409218741,-37.0593826225
-10.9411148943,-37.0595581219
-10.9414323268,-37.0598464342
-10.9418928713,-37.0602952616
-10.9423469126,-37.0607462389
-10.9425803955,-37.0609680233
-10.9426395313,-37.0610194553
-10.9426395313,-37.0610194553
-10.9426395313,-37.0610194553
-10.9426609697,-37.0610417001
-10.9428609665,-37.061232803
-10.9431530461,-37.0615523336
-10.9435076522,-37.0619215277
-10.9441013826,-37.0621534
-10.9446848104,-37.0623046854
-10.9452775946,-37.0625165384
-10.9459467285,-37.0628127118
-10.9467185939,-37.0630886852
-10.9473015743,-37.0633531166
-10.9477864438,-37.0638136913
-10.9484458652,-37.0644578544
-10.9490483217,-37.0650080349
-10.949794032,-37.0657111503
-10.9504375969,-37.0663287865
-10.9510185933,-37.066871677
-10.9516480117,-37.0672498437
-10.9519461678,-37.0673899428
-10.9524568519,-37.0676607668
-10.9531169223,-37.0680128866
-10.9537359657,-37.0683464685
-10.9542564297,-37.0686190612
-10.9545603667,-37.0687690439
-10.9551056026,-37.0690663435
-10.9557183655,-37.0693744433
-10.9564599837,-37.0695151639
-10.9572254865,-37.0694596751
-10.9582645013,-37.069373474
-10.9592670048,-37.0693003846
-10.9603340326,-37.0692474906
-10.961645903,-37.0691789978
-10.962709405,-37.0691043829
-10.9639731913,-37.0690349746
-10.9649785321,-37.06897429
-10.9656844001,-37.0685066923
-10.9659204447,-37.0676889838
-10.966108089,-37.0668863078
-10.9663018115,-37.0660084525
-10.9664672113,-37.0653403309
-10.9669821255,-37.0649914668
-10.9676419823,-37.0652842497
-10.9681432652,-37.0655749421
-10.9687186048,-37.0659983159
-10.9692736852,-37.0664603049
-10.9694520433,-37.0666011802
-10.9695975369,-37.0667169062
-10.9698527543,-37.0669367021
-10.9701694692,-37.0671957013
-10.9704145057,-37.0673989553
-10.9704823388,-37.0673537915
-10.9703248352,-37.0671533742
-10.9702030855,-37.0670472631
-10.9702407576,-37.0668729979
-10.9704639124,-37.0665993956
-10.9707427247,-37.066321075
-10.9710545052,-37.0664765576
-10.9714066852,-37.0667788493
-10.971868274,-37.0671774817
-10.9720195093,-37.067325529
-10.9721535788,-37.067443115
-10.972385398,-37.067618532
-10.972587041,-37.067777184
-10.9728667071,-37.0679989983
-10.9731819629,-37.0682447144
-10.9732900785,-37.068355956
-10.9733139585,-37.0683913005
-10.9733139585,-37.0683913005
-10.97340625,-37.0684817572
-10.9735551786,-37.0685784298
-10.9738802642,-37.0688123793
-10.974091227,-37.0689424371
-10.9741847407,-37.0688614803
-10.9742859284,-37.0687222043
-10.974362948,-37.0686312178
-10.9744222329,-37.068559817
-10.9744799737,-37.0684896882
-10.9745460732,-37.0684142252
-10.9746733426,-37.0682421494
-10.9747969422,-37.0680676406
-10.9748781947,-37.0679855941
-10.9749433422,-37.067909723
-10.9749433422,-37.067909723
-10.9749615482,-37.0678894371
-10.9749615482,-37.0678894371
-10.9749615482,-37.0678894371
-10.9749615482,-37.0678894371
-10.90316197,-37.04829366
-10.90350528,-37.04826179
-10.9044166,-37.048209
-10.90566667,-37.04826027
-10.90665436,-37.04823489
-10.90688271,-37.04826517
-10.90698404,-37.04826304
-10.90744522,-37.04817327
-10.90775002,-37.04812751
-10.90814574,-37.04811577
-10.90856335,-37.04811518
-10.90880862,-37.04837897
-10.90884032,-37.04909024
-10.90888622,-37.04957044
-10.90888783,-37.04970444
-10.90889749,-37.04971122
-10.90889728,-37.04971129
-10.90889585,-37.04971152
-10.90889388,-37.04971141
-10.90889255,-37.04971138
-10.90889197,-37.04971162
-10.90888499,-37.04983142
-10.90887499,-37.05050216
-10.90889296,-37.05237154
-10.90904785,-37.05260632
-10.90973536,-37.05266121
-10.91010518,-37.05261827
-10.91000414,-37.05256681
-10.91048646,-37.05260013
-10.91135943,-37.05269498
-10.91229152,-37.05277322
-10.91342033,-37.05270886
-10.91431659,-37.05278532
-10.91506897,-37.05266128
-10.91544909,-37.05242861
-10.91593664,-37.05267365
-10.91667623,-37.05265982
-10.91748816,-37.05281022
-10.91801454,-37.05269153
-10.91787201,-37.05279041
-10.91785134,-37.05282591
-10.91792023,-37.052902
-10.91837675,-37.05296211
-10.91850017,-37.0533763
-10.91849212,-37.05358395
-10.91849799,-37.05357595
-10.9184368,-37.05413224
-10.91850316,-37.05443409
-10.91850858,-37.05446375
-10.9185052,-37.05446315
-10.91839066,-37.05517003
-10.91841456,-37.05612296
-10.9185024,-37.05687158
-10.9181955,-37.05773603
-10.91861413,-37.05873733
-10.91855651,-37.05895014
-10.91835643,-37.05889317
-10.91854341,-37.05965251
-10.91848843,-37.06081932
-10.91843979,-37.06219825
